seed,query_idx,total_ms
101,0,182.09060953604057
101,1,187.80730964289978
101,2,218.2057094448246
101,3,202.05640975991264
101,4,227.01750971982256
101,5,194.59630964929238
101,6,205.71070976229385
101,7,210.005909638945
101,8,188.9491097223945
101,9,201.43690958293155
101,10,197.83950966456905
101,11,208.47800952987745
101,12,227.91520968684927
101,13,202.237909628544
101,14,207.534609796945
101,15,217.91520967753604
101,16,213.97780949855223
101,17,181.40630956413224
101,18,217.29480961011723
101,19,236.00840961234644
101,20,214.8265097909607
101,21,164.09160962002352
101,22,217.23080958845094
101,23,186.88440971681848
101,24,216.32690957421437
101,25,215.27780961850658
101,26,215.4236095645465
101,27,185.22140962677076
101,28,194.05050968425348
101,29,225.59150957176462
101,30,221.18090951489285
101,31,176.31380955362692
101,32,208.20300953136757
101,33,183.46310962596908
101,34,201.14080954017118
101,35,216.59600964421406
101,36,223.794509625528
101,37,204.17890950711444
101,38,196.1378096290864
101,39,197.6209096298553
101,40,231.9808096778579
101,41,246.12220955686644
101,42,230.45900973165408
101,43,235.2814096645452
101,44,239.0475095869042
101,45,196.85490961791947
101,46,243.3535095457919
101,47,227.33370956638828
101,48,240.4737095036544
101,49,222.75750964554027
101,50,217.27120966324583
101,51,266.7798096933402
101,52,260.14160967106
101,53,227.122409470845
101,54,224.15770959714428
101,55,262.30440960871056
101,56,207.36100963922217
101,57,246.94990968937054
101,58,212.23490961501375
101,59,210.83840957516804
101,60,219.3094095834531
101,61,234.41910973424092
101,62,235.46420965949073
101,63,226.4562095203437
101,64,250.0329096489586
101,65,248.72770948940888
101,66,197.91900968784466
101,67,236.97670941846445
101,68,230.956309676636
101,69,267.84670955175534
101,70,208.96030959347263
101,71,216.75760971056297
101,72,254.19020952330902
101,73,234.56260954635218
101,74,240.36630961718038
101,75,243.42690963903442
101,76,243.39610940450802
101,77,250.16840963298455
101,78,212.17520950967446
101,79,236.69370959186926
101,80,246.26030956069008
101,81,188.6689094514586
101,82,190.6018096175976
101,83,222.812709600199
101,84,206.05100967595354
101,85,261.19000973785296
101,86,194.36410974385217
101,87,271.5274095223285
101,88,275.7076096874662
101,89,253.53390953177586
101,90,269.7980096251704
101,91,239.4616095968522
101,92,238.46910960646346
101,93,209.0698096123524
101,94,193.14260963955894
101,95,255.82940966496244
101,96,223.17850959161296
101,97,220.44960965076461
101,98,218.18400962883607
101,99,266.3250097227283
101,100,262.6741095134057
101,101,255.0057095629163
101,102,238.59500951739028
101,103,240.2307097488083
101,104,264.25770946452394
101,105,275.0122097474523
101,106,251.53680980810896
101,107,257.8841095943935
101,108,247.94970961892977
101,109,253.20390958013013
101,110,258.7222095732577
101,111,259.00630952464417
101,112,267.07200958998874
101,113,247.3601095532067
101,114,253.9421096132137
101,115,269.8525096909143
101,116,240.61450964445248
101,117,239.63040948519483
101,118,249.00910976948217
101,119,256.3033096645959
101,120,260.9334096466191
101,121,247.2588095967658
101,122,226.61320955166593
101,123,280.3403096892871
101,124,246.3622095216997
101,125,275.24290952505544
101,126,242.6244094655849
101,127,238.31460971059278
101,128,232.09670974547043
101,129,223.65420960495248
101,130,227.7366097238846
101,131,235.65290958294645
101,132,287.40200979309157
101,133,264.31970947096124
101,134,264.1960095767863
101,135,241.84010943071917
101,136,275.5676095527597
101,137,259.2680095382966
101,138,272.3367097475566
101,139,224.3553097047843
101,140,231.16470963368192
101,141,300.5459096436389
101,142,246.60380949871615
101,143,256.9653095831163
101,144,217.16300953784958
101,145,270.70470966072753
101,146,269.1327095651068
101,147,253.79450965346768
101,148,235.30180981988087
101,149,252.3415097654797
101,150,264.85080967331305
101,151,238.49350955942646
101,152,232.70660961652175
101,153,243.6992097334005
101,154,242.7077095177956
101,155,235.7420096793212
101,156,232.51210964890197
101,157,221.76670978451148
101,158,260.43690947489813
101,159,233.40510969655588
101,160,271.09300970705226
101,161,213.18850942561403
101,162,270.8557096463628
101,163,240.01850952999666
101,164,224.3555097063072
101,165,231.05500961327925
101,166,253.5651095365174
101,167,225.64940943056718
101,168,271.937909737695
101,169,271.950509600807
101,170,265.56170961493626
101,171,238.21810955787078
101,172,263.0507095870562
101,173,268.9412096203305
101,174,248.0032096770592
101,175,219.2011095737107
101,176,262.6997094755061
101,177,258.5230094534345
101,178,237.75840966636315
101,179,241.0856093899347
101,180,263.454609752167
101,181,271.6133095943369
101,182,253.05590961733833
101,183,206.4579096310772
101,184,248.89130957098678
101,185,259.7674096156843
101,186,223.74060956435278
101,187,230.4041094300337
101,188,214.7152095255442
101,189,243.8763095685281
101,190,268.77260973351076
101,191,217.78310948656872
101,192,249.04790959926322
101,193,263.26400969782844
101,194,236.55470946477726
101,195,226.1405095611699
101,196,287.1631094873883
101,197,279.5340094869025
101,198,271.29140958795324
101,199,246.17140969866887
101,200,263.60410960996523
101,201,287.03780958103016
101,202,247.7396095325239
101,203,266.95570975216106
101,204,231.91620965162292
101,205,263.13620965601876
101,206,250.37780959764495
101,207,231.4228096199222
101,208,219.68910956429318
101,209,224.71910968096927
101,210,235.65760950231925
101,211,252.3488097046502
101,212,284.5481095989235
101,213,276.1840095897205
101,214,239.5656096902676
101,215,251.68080974044278
101,216,239.6591098201461
101,217,228.74280946934596
101,218,217.46890942240134
101,219,268.9179095593281
101,220,222.06780963251367
101,221,277.78140964591876
101,222,263.70230965921655
101,223,246.92720963293687
101,224,253.08640973316506
101,225,223.13210970396176
101,226,237.63720967480913
101,227,241.21090952912346
101,228,254.95150961587206
101,229,259.53220945456997
101,230,221.86430959636346
101,231,261.64320946345106
101,232,282.90170963527635
101,233,247.69960969360545
101,234,286.92980968998745
101,235,287.1302095861174
101,236,233.1180094894953
101,237,279.15840965369716
101,238,261.38940962636843
101,239,221.11320958146825
101,240,254.06870941305533
101,241,247.23490953119472
101,242,251.61150956200436
101,243,265.50750943506137
101,244,249.50160967791453
101,245,248.4115094100125
101,246,255.71870963694528
101,247,257.079609405715
101,248,268.43110957788303
101,249,276.63880956033245
101,250,267.47550975205377
101,251,207.2570095458068
101,252,252.40950958477333
101,253,264.745409802068
101,254,240.1225093905814
101,255,249.61990976380184
101,256,250.33070958824828
101,257,263.400609573815
101,258,277.6929095541127
101,259,232.96090957382694
101,260,258.79630955541506
101,261,281.8807097771205
101,262,272.66240978287533
101,263,265.83850962715223
101,264,269.414909618441
101,265,271.41930951410905
101,266,279.45560958841816
101,267,256.12380957836285
101,268,271.9396096342243
101,269,258.10370963672176
101,270,259.46480963984504
101,271,271.9396096342243
101,272,261.88230977067724
101,273,254.25960958609357
101,274,249.07810959639028
101,275,268.48520964058116
101,276,290.0011094440706
101,277,258.77300972724333
101,278,216.32960971118882
101,279,226.9040096704848
101,280,245.0169096388854
101,281,259.78500951686874
101,282,247.4939094078727
101,283,253.60010980302468
101,284,216.94870965229347
101,285,240.71370946848765
101,286,232.3622095552273
101,287,253.90680969366804
101,288,272.7147095990367
101,289,238.5312094972469
101,290,253.08280970575288
101,291,261.40200972231105
101,292,233.28460959391668
101,293,227.6754097235389
101,294,218.87510965252295
101,295,230.30890940362588
101,296,264.9098096569069
101,297,268.8737096884288
101,298,194.55360944056883
101,299,273.174409723375
101,300,271.67420947598293
101,301,226.79980957554653
101,302,260.9645095341839
101,303,209.00750948721543
101,304,244.29190970631316
101,305,280.9283095099963
101,306,243.19770952360705
101,307,256.29930940130726
101,308,269.25820970581844
101,309,267.6822095797397
101,310,224.86910965899006
101,311,222.27390968846157
101,312,253.91560952784494
101,313,232.27180956536904
101,314,221.6241096300073
101,315,259.6172096361406
101,316,224.85380965890363
101,317,212.91940982127562
101,318,260.66610982315615
101,319,248.58410956012085
101,320,256.23170958505943
101,321,235.81660978170112
101,322,257.28180978121236
101,323,266.89090949157253
101,324,257.7370097548701
101,325,265.06770957866684
101,326,244.42560967663303
101,327,236.688309550751
101,328,245.94010945083573
101,329,232.71780970180407
101,330,255.3006095965393
101,331,254.96780962357298
101,332,246.99720946745947
101,333,237.69280963251367
101,334,261.21640970604494
101,335,267.0971096646972
101,336,257.41910954611376
101,337,240.692209654022
101,338,247.65820961119607
101,339,247.79930940503255
101,340,227.3282096409239
101,341,236.86780963698402
101,342,242.26770965987816
101,343,238.4867095076479
101,344,225.50270959408954
101,345,207.4808096201159
101,346,232.6075096768327
101,347,262.98150952579454
101,348,257.03530965046957
101,349,258.29600958758965
101,350,261.8906097174622
101,351,261.2355095022358
101,352,259.166109577287
101,353,231.47530967043713
101,354,250.4933096622117
101,355,250.6017095563002
101,356,207.77140950458124
101,357,248.42540939943865
101,358,253.4012095690705
101,359,242.6585096088238
101,360,241.64260967308655
101,361,256.9269095235504
101,362,253.84870960051194
101,363,247.63520943606272
101,364,258.1687094331719
101,365,226.74960965896025
101,366,258.0110097457655
101,367,222.10430956119671
101,368,243.48100970173255
101,369,251.92900953488424
101,370,223.48360947007313
101,371,257.9032093905844
101,372,246.27730969013646
101,373,262.6600095224567
101,374,263.55960962036625
101,375,252.56380947912112
101,376,272.4286096324213
101,377,216.77710974263027
101,378,242.48340955609456
101,379,256.8366096508689
101,380,210.23440963262692
101,381,253.85850967513397
101,382,268.98360971035436
101,383,227.29060958744958
101,384,222.5614096657373
101,385,245.7521096491255
101,386,243.4905096576549
101,387,267.65130969369784
101,388,225.81000972213224
101,389,229.45960957231
101,390,265.5061096572317
101,391,283.3898097430356
101,392,258.3924096231349
101,393,200.83540954301134
101,394,211.03170953365043
101,395,241.54670952493325
101,396,246.21450967760757
101,397,256.2387096383609
101,398,254.6085095652379
101,399,266.7682096050121
101,400,214.8316097133793
101,401,208.2559095849283
101,402,261.3125096228905
101,403,274.717909718398
101,404,261.11460962938145
101,405,278.6940096099861
101,406,252.2474096310325
101,407,227.35760963195935
101,408,251.05800965474918
101,409,247.44630974391475
101,410,252.07820973964408
101,411,268.9927094304003
101,412,226.198609654326
101,413,261.05670953774825
101,414,264.94330956274644
101,415,250.9959095311351
101,416,255.64170974912122
101,417,239.636009527836
101,418,259.01660971948877
101,419,262.96320950286463
101,420,255.25290958257392
101,421,233.57630960317329
101,422,218.23490943433717
101,423,260.1229096450843
101,424,213.24180948222056
101,425,257.66820969665423
101,426,224.18580946186557
101,427,268.5219095707871
101,428,259.53260945761576
101,429,231.0308094290085
101,430,254.272609685082
101,431,242.24780962476507
101,432,241.96690946491435
101,433,260.5452094846405
101,434,243.28200958343223
101,435,239.6799095128663
101,436,245.35930968495086
101,437,228.7904095989652
101,438,228.93240951607004
101,439,258.66840962925926
101,440,241.59790944913402
101,441,235.11700957687572
101,442,279.66810946026817
101,443,229.24890948133543
101,444,185.87120968522504
101,445,243.6863095187582
101,446,274.86490944074467
101,447,240.9229096644558
101,448,254.24500970775262
101,449,239.1140095111914
101,450,217.3002096512355
101,451,282.40000942396
101,452,262.2693096906878
101,453,263.0516094774939
101,454,266.39860958466306
101,455,245.6286095236428
101,456,284.88940952019766
101,457,258.1810096432455
101,458,256.840409679804
101,459,253.43570948252454
101,460,279.12720941612497
101,461,242.86230953084305
101,462,266.05850967252627
101,463,267.74240957247093
101,464,266.2720095519908
101,465,245.20120952883735
101,466,254.71530967997387
101,467,227.04400957236066
101,468,227.08200962888077
101,469,219.51040948415175
101,470,266.3970095724799
101,471,260.998509560246
101,472,275.7608093940653
101,473,275.65160972671583
101,474,268.19060972565785
101,475,225.6138096251525
101,476,260.82330962317064
101,477,279.30430971691385
101,478,262.37060964712873
101,479,244.12990963691846
101,480,271.62690946506336
101,481,202.7221095901914
101,482,242.1001095478423
101,483,258.48360961908475
101,484,270.0922095370479
101,485,246.632109597791
101,486,280.9285095115192
101,487,224.1537095666863
101,488,249.86470953235403
101,489,254.79210956627503
101,490,260.13120959186926
101,491,254.13740958692506
101,492,213.25670971209183
101,493,208.64910955214873
101,494,230.71760960528627
101,495,204.02970953518525
101,496,214.48820965969935
101,497,207.2529096310027
101,498,230.31220954516903
101,499,185.83150973217562
